"source","target","value"
"Indian River","Brevard",34.67
"Indian River","Osceola",45.24
"Lake","Orange",3509.18
"Lake","Osceola",38.22
"Lake","Polk",8.28
"Lake","Seminole",538.58
"Lake","Sumter",59.88
"Orange","Lake",3675.85
"Orange","Osceola",24028.44
"Orange","Polk",38.06
"Orange","Seminole",53496.04
"Osceola","Indian River",124.57
"Osceola","Lake",58.64
"Osceola","Orange",23582.84
"Osceola","Polk",8403.84
"Polk","Orange",78.34
"Polk","Osceola",6639.46
"Seminole","Lake",1178.68
"Seminole","Orange",55010.04
"Seminole","Volusia",574.83
"Sumter","Lake",62.6
"Volusia","Seminole",453.89
