"source","target","value"
"Brevard","Indian River",66.24
"Brevard","Orange",50.99
"Lake","Orange",206.49
"Lake","Sumter",196.47
"Orange","Brevard",56.36
"Orange","Lake",429.34
"Orange","Osceola",972.82
"Orange","Polk",155.5
"Orange","Seminole",1369.24
"Orange","Sumter",206.7
"Orange","Volusia",219.91
"Osceola","Lake",22.2
"Osceola","Orange",401.71
"Osceola","Polk",85.08
"Osceola","Seminole",52.92
"Polk","Orange",32.16
"Seminole","Brevard",84.55
"Seminole","Lake",33.97
"Seminole","Orange",689.61
"Seminole","Volusia",318.49
"Volusia","Orange",152.78
"Volusia","Seminole",51.42
